date,open,high,low,close,volume,macd,signal,hist
2022-11-23,16227.96,16706.0,16160.2,16603.11,264927.70408,-878.0656191144262,-837.3208703817772,-40.744748732648986
2022-11-24,16603.11,16812.63,16458.05,16598.95,206565.92346,-827.4981569569973,-835.3563276968213,7.858170739824004
2022-11-25,16599.55,16666.0,16342.81,16522.14,182089.49533,-784.576889945256,-825.2004401465083,40.62355020125233
2022-11-26,16521.35,16701.99,16385.0,16458.57,181804.81666,-747.0791805777044,-809.5761882327475,62.49700765504315
2022-11-27,16457.61,16600.0,16401.0,16428.78,162025.47607,-711.563320753241,-789.9736147368462,78.41029398360524
2022-11-28,16428.77,16487.04,15995.27,16212.91,252695.40367,-692.8489197995659,-770.5486757493902,77.6997559498243
2022-11-29,16212.18,16548.71,16100.0,16442.53,248106.25009,-651.9736607070918,-746.8336727409305,94.86001203383876
2022-11-30,16442.91,17249.0,16428.3,17163.64,303019.80719,-554.9945413530768,-708.4658464633599,153.47130511028308
2022-12-01,17165.53,17324.0,16855.01,16977.37,232818.18218,-487.54817101755907,-664.2823113741997,176.73414035664064
2022-12-02,16978.0,17105.73,16787.85,17092.74,202372.2062,-419.9461638200155,-615.4150818633628,195.46891804334734
2022-12-03,17092.13,17188.98,16858.74,16885.2,154542.57306,-378.7518144336791,-568.0824283774261,189.33061394374704
2022-12-04,16885.2,17202.84,16878.25,17105.7,178619.13387,-324.5710356901509,-519.3801498399712,194.8091141498203
2022-12-05,17106.65,17424.25,16867.0,16966.35,233703.29225,-289.53913170943997,-473.41194621386495,183.87281450442498
2022-12-06,16966.35,17107.01,16906.37,17088.96,218730.76883,-249.0120373460959,-428.5319644403112,179.5199270942153
2022-12-07,17088.96,17142.21,16678.83,16836.64,220657.41334,-234.55038749052983,-389.73564905035494,155.1852615598251
2022-12-08,16836.64,17299.0,16733.49,17224.1,236417.97804,-189.63860612231656,-349.7162404647473,160.0776343424307
2022-12-09,17224.1,17360.0,17058.21,17128.56,238422.06465,-159.91161381249185,-311.7553151342962,151.84370132180436
2022-12-10,17128.56,17227.72,17092.0,17127.49,140573.97937,-134.88423677416722,-276.3810994622704,141.4968626881032
2022-12-11,17127.49,17270.99,17071.0,17085.05,155286.47871,-117.1242777068328,-244.5297351111829,127.4054574043501
2022-12-12,17085.05,17241.89,16871.85,17209.83,226227.49694,-91.92107014459543,-214.0080021178654,122.08693197326997
2022-12-13,17208.93,18000.0,17080.14,17774.7,284462.9139,-26.06657908991474,-176.4197175122753,150.35313842236056
2022-12-14,17775.82,18387.95,17660.94,17803.15,266681.22209,28.095390586429858,-135.51669589253427,163.61208647896413
2022-12-15,17804.01,17854.82,17275.51,17356.34,223701.96882,34.56684385893459,-101.49998794224051,136.0668318011751
2022-12-16,17356.96,17531.73,16527.32,16632.12,253379.04116,-18.52938897724016,-84.90586814924045,66.37647917200029
2022-12-17,16631.5,16796.82,16579.85,16776.52,144825.66684,-48.39875215113716,-77.60444494961979,29.20569279848263
2022-12-18,16777.54,16863.26,16663.07,16738.21,112619.31646,-74.30519051073497,-76.94459406184284,2.6394035511078613
2022-12-19,16739.0,16815.99,16256.3,16438.88,179094.28305,-117.6336514419163,-85.08240553785754,-32.55124590405876
2022-12-20,16438.88,17061.27,16397.2,16895.56,248808.92324,-113.80958349407229,-90.82784112910049,-22.981742364971794
2022-12-21,16896.15,16925.0,16723.0,16824.67,156810.96362,-115.17158628714242,-95.69659016070888,-19.47499612643354
2022-12-22,16824.68,16868.52,16559.85,16821.43,176044.27235,-115.18464732117718,-99.59420159280255,-15.590445728374632
2022-12-23,16821.9,16955.14,16731.13,16778.5,161612.00947,-117.30685015614654,-103.13673130547136,-14.17011885067518
2022-12-24,16778.52,16869.99,16776.62,16836.12,100224.29096,-113.03624724729525,-105.11663449383614,-7.919612753459106
2022-12-25,16835.73,16857.96,16721.0,16832.11,125441.07202,-108.72205696546371,-105.83771898816167,-2.884337977302039
2022-12-26,16832.11,16944.52,16791.0,16919.39,124564.00656,-97.14048843165438,-104.09827287686021,6.9577844452058315
2022-12-27,16919.39,16972.83,16592.37,16706.36,173749.58616,-103.95344199141255,-104.06930669977068,0.11586470835813145
2022-12-28,16706.06,16785.19,16465.33,16547.31,193037.56577,-120.79432079759135,-107.41430951933482,-13.380011278256532
2022-12-29,16547.32,16664.41,16488.91,16633.47,160998.47158,-125.7390056651384,-111.07924874849554,-14.659756916642849
2022-12-30,16633.47,16677.35,16333.0,16607.48,164916.31174,-130.25339972757502,-114.91407894431144,-15.339320783263574
2022-12-31,16607.48,16644.09,16470.0,16542.4,114490.42864,-137.49751587646097,-119.43076633074135,-18.066749545719617
2023-01-01,16541.77,16628.0,16499.01,16616.75,96925.41374,-135.67512806289233,-122.67963867717154,-12.995489385720788
2023-01-02,16617.17,16799.23,16548.7,16672.87,121888.57191,-128.2243669204945,-123.78858432583614,-4.435782594658363
2023-01-03,16672.78,16778.4,16605.28,16675.18,159541.53733,-120.74135614601983,-123.17913868987289,2.4377825438530607
2023-01-04,16675.65,16991.87,16652.66,16850.36,220362.18862,-99.52815561164243,-118.4489420742268,18.920786462584374
2023-01-05,16850.36,16879.82,16753.0,16831.85,163473.56641,-83.25048390395023,-111.4092504401715,28.15876653622128
2023-01-06,16831.85,17041.0,16679.0,16950.65,207401.28415,-60.071675769388094,-101.14173550601484,41.070059736626746
2023-01-07,16950.31,16981.91,16908.0,16943.57,104526.5688,-41.791849729270325,-89.27175835066595,47.47990862139562
2023-01-08,16943.83,17176.99,16911.0,17127.83,135155.89695,-12.29498488610625,-73.87640365775401,61.58141877164776
2023-01-09,17127.83,17398.8,17104.66,17178.26,266211.52723,14.978114177749376,-56.10550009065334,71.08361426840271
2023-01-10,17179.04,17499.0,17146.34,17440.66,221382.42581,57.10742980695068,-33.462914111132534,90.57034391808321
2023-01-11,17440.64,18000.0,17315.6,17943.26,262221.60653,129.55737874940678,-0.8588555390246704,130.41623428843144
2023-01-12,17943.26,19117.04,17892.05,18846.62,454568.32178,256.90662787812107,50.69424114440448,206.21238673371658
2023-01-13,18846.62,20000.0,18714.12,19930.01,368615.87823,440.1782432595537,128.59104156743433,311.5872016921194
2023-01-14,19930.01,21258.0,19888.05,20954.92,393913.74951,660.5100417121321,234.9748415963739,425.5352001157582
2023-01-15,20952.76,21050.74,20551.01,20871.5,178542.22549,818.9529032722785,351.7704539315548,467.1824493407237
2023-01-16,20872.99,21474.05,20611.48,21185.65,293078.08262,958.8166506111738,473.1796932674786,485.6369573436952
2023-01-17,21185.65,21647.45,20841.31,21134.81,275407.74409,1053.4142116247094,589.2265969389248,464.18761468578464
2023-01-18,21132.29,21650.0,20407.15,20677.47,350916.01949,1079.0414265313302,687.1895628574059,391.8518636739243
2023-01-19,20677.47,21192.0,20659.19,21071.59,251385.84925,1118.2627324948517,773.404196784895,344.85853570995664
2023-01-20,21071.59,22755.93,20861.28,22667.21,338079.13659,1263.5338669962402,871.4301308271641,392.1037361690761
2023-01-21,22666.0,23371.8,22422.0,22783.55,346445.48432,1372.2317203292805,971.5904487275875,400.641271601693
2023-01-22,22783.35,23078.71,22292.37,22707.88,253577.75286,1435.719534532327,1064.4162658885355,371.3032686437916
2023-01-23,22706.02,23180.0,22500.0,22916.45,293588.37938,1485.7372860072828,1148.680469912285,337.0568160949979
2023-01-24,22917.81,23162.2,22462.93,22632.89,293158.78254,1485.3733330488285,1216.0190425395936,269.35429050923494
2023-01-25,22631.94,23816.73,22300.0,23060.94,346042.83223,1502.3072920352424,1273.2766924387233,229.0305995965191
2023-01-26,23060.42,23282.47,22850.01,23009.65,288924.43581,1494.3628178276122,1317.4939175165011,176.86890031111102
2023-01-27,23009.65,23500.0,22534.88,23074.16,280833.86315,1476.2548358378444,1349.2461011807698,127.00873465707468
2023-01-28,23074.16,23189.0,22878.46,23022.6,148115.71085,1441.1312050955712,1367.62312196373,73.5080831318412
2023-01-29,23021.4,23960.54,22967.76,23742.3,295688.79204,1454.6015091568042,1385.018799402345,69.5827097544593
2023-01-30,23743.37,23800.51,22500.0,22826.15,302405.90121,1375.4953199266383,1383.1141035072037,-7.618783580565378
2023-01-31,22827.38,23320.0,22714.77,23125.13,264649.34909,1321.6926324109663,1370.8298092879563,-49.13717687699
2023-02-01,23125.13,23812.66,22760.23,23732.66,310790.42271,1312.9414369794722,1359.2521348262596,-46.310697846787434
2023-02-02,23731.41,24255.0,23363.27,23488.94,364177.20751,1271.6807404222673,1341.7378559454612,-70.05711552319394
2023-02-03,23489.33,23715.7,23204.62,23431.9,332571.02904,1220.3116962202148,1317.452624000412,-97.14092778019722
2023-02-04,23431.9,23587.78,23253.96,23326.84,166126.47295,1157.7777533699445,1285.5176498743185,-127.73989650437397
2023-02-05,23327.66,23433.33,22743.0,22932.91,209251.33917,1064.1652596454296,1241.2471718285408,-177.08191218311117
2023-02-06,22932.91,23158.25,22628.13,22762.52,265371.6069,965.1025336829698,1186.0182441994266,-220.91571051645678
2023-02-07,22762.52,23350.25,22745.78,23240.46,308006.72482,914.6172351803798,1131.7380423956172,-217.1208072152374
2023-02-08,23242.42,23452.0,22665.85,22963.0,280056.30717,842.5066766933924,1073.8917692551722,-231.38509256177986
2023-02-09,22961.85,23011.39,21688.0,21796.35,402894.6955,683.3424878310143,995.7819129703407,-312.43942513932643
2023-02-10,21797.83,21938.16,21451.0,21625.19,338591.94247,537.200032308283,904.0655368379292,-366.8655045296463
2023-02-11,21625.19,21906.32,21599.78,21862.55,177021.58433,435.5137206331128,810.3551735969661,-374.84145296385327
2023-02-12,21862.02,22090.0,21630.0,21783.54,204435.65163,344.5790465784012,717.1999481932531,-372.62090161485196
2023-02-13,21782.37,21894.99,21351.07,21773.97,295730.76791,268.64368603322146,627.4886957612468,-358.8450097280254
2023-02-14,21774.63,22319.08,21532.77,22199.84,361958.40109,240.0612390416063,550.0032044173188,-309.94196537571247
2023-02-15,22199.84,24380.0,22047.28,24324.05,375669.16111,384.38449294798556,516.8794621234522,-132.49496917546662
2023-02-16,24322.87,25250.0,23505.25,23517.72,450080.68366,428.7551962313519,499.25460894503215,-70.49941271368027
2023-02-17,23517.72,25021.11,23339.37,24569.97,496813.21376,542.5726395874772,507.9182150735212,34.65442451395597
2023-02-18,24568.24,24877.0,24430.0,24631.95,216917.25213,630.5069597145011,532.4359640017173,98.07099571278388
2023-02-19,24632.05,25192.0,24192.57,24271.76,300395.99542,663.4830001591545,558.6453712332047,104.83762892594973
2023-02-20,24272.51,25121.23,23840.83,24842.2,346938.56997,727.2630546367691,592.3689079139176,134.89414672285147
2023-02-21,24843.89,25250.0,24148.34,24452.16,376000.82868,737.8309827359044,621.4613228783151,116.36965985758934
2023-02-22,24450.67,24476.05,23574.69,24182.21,379425.75365,716.1678952610309,640.4026373548583,75.76525790617268
2023-02-23,24182.21,24599.59,23608.0,23940.2,398400.45437,671.7282923076564,646.6677683454179,25.06052396223845
2023-02-24,23940.2,24132.35,22841.19,23185.29,343582.57453,569.0351755515039,631.1412497866352,-62.106074235131246
2023-02-25,23184.04,23219.13,22722.0,23157.07,191311.8101,479.84170600692596,600.8813410306933,-121.03963502376735
2023-02-26,23157.07,23689.99,23059.18,23554.85,202323.73623,436.2242389163621,567.9499206078272,-131.72568169146507
2023-02-27,23554.85,23897.99,23106.77,23492.09,283706.0859,392.0732975899555,532.7745960042529,-140.7012984142974
2023-02-28,23492.09,23600.0,23020.97,23141.57,264140.99894,325.05232307393817,491.23014141818993,-166.17781834425176
2023-03-01,23141.57,24000.0,23020.03,23628.97,315287.41737,307.7196242585487,454.5280379862617,-146.808413727713
2023-03-02,23629.76,23796.93,23195.9,23465.32,239315.45219,277.5783972748868,419.1381098439868,-141.5597125691
2023-03-03,23465.32,23476.95,21971.13,22354.34,319954.19785,162.1750040851257,367.74548869221456,-205.57048460708887
2023-03-04,22354.34,22410.0,22157.08,22346.57,121257.38132,69.29126293548325,308.0546435408683,-238.76338060538507
2023-03-05,22346.57,22662.09,22189.22,22430.24,154841.75786,2.4039869585758424,246.92451222440982,-244.52052526583398
2023-03-06,22430.24,22602.19,22258.0,22410.0,203751.82957,-51.64255674935339,187.2110984296572,-238.8536551790106
2023-03-07,22409.41,22557.91,21927.0,22197.96,292519.80912,-110.31306755471815,127.70626523278213,-238.01933278750028
2023-03-08,22198.56,22287.0,21580.0,21705.44,301460.57272,-194.31220772923916,63.30257064037787,-257.61477836961706
2023-03-09,21704.37,21834.99,20042.72,20362.22,443658.28584,-365.0605687465468,-22.37005723700706,-342.6905115095397
2023-03-10,20362.21,20367.78,19549.09,20150.69,618456.4671,-511.5517283043082,-120.2063914504673,-391.3453368538409
2023-03-11,20150.69,20686.51,19765.03,20455.73,427831.82133,-596.1606797720196,-215.39724911477776,-380.7634306572419
2023-03-12,20455.73,22150.0,20270.6,21997.11,430944.94288,-532.6968020926288,-278.85715971034796,-253.83964238228083
2023-03-13,21998.05,24500.0,21813.88,24113.48,687889.31259,-308.0765355108524,-284.7010348704489,-23.375500640403516
2023-03-14,24112.27,26386.87,23976.42,24670.41,699360.93423,-84.1536880691674,-244.59156551019262,160.43787744102522
2023-03-15,24670.41,25196.97,23896.95,24285.66,581450.72984,61.55114896428131,-183.36302261529784,244.91417157957915
2023-03-16,24285.66,25167.4,24123.0,24998.78,439421.32998,231.89298824730577,-100.31182044277712,332.20480869008287
2023-03-17,24998.78,27756.84,24890.0,27395.13,624460.68091,553.87086246338,30.52471613845431,523.3461463249257
2023-03-18,27395.13,27724.85,26578.0,26907.49,371238.97174,760.9207540860807,176.60392372797958,584.3168303581011
2023-03-19,26907.49,28390.1,26827.22,27972.87,372066.99054,999.4554469063005,341.1742283636438,658.2812185426567
2023-03-20,27972.87,28472.0,27124.47,27717.01,477378.23373,1154.5413122565442,503.8476451422239,650.6936671143203
2023-03-21,27717.01,28438.55,27303.1,28105.47,420929.7422,1293.878428274471,661.8538017686733,632.0246265057976
2023-03-22,28107.81,28868.05,26601.8,27250.97,224113.41296,1320.1353889349593,793.5101192019305,526.6252697330289
2023-03-23,27250.97,28750.0,27105.0,28295.41,128649.60818,1408.9799548206975,916.604086325684,492.3758684950135
2023-03-24,28295.42,28374.3,27000.0,27454.47,86242.06544,1395.4472363001696,1012.3727163205812,383.07451997958844
2023-03-25,27454.46,27787.33,27156.09,27462.95,50844.08102,1369.6186136838005,1083.8218957932252,285.79671789057534
2023-03-26,27462.96,28194.4,27417.76,27968.05,49671.70353,1374.0672015064883,1141.870956935878,232.19624457061036
2023-03-27,27968.05,28023.86,26508.14,27124.91,88039.46898,1294.6346455099447,1172.4236946506915,122.21095085925322
2023-03-28,27124.9,27520.0,26631.78,27261.07,78602.44341,1228.50925667493,1183.6408070555392,44.86844961939073
2023-03-29,27261.06,28650.0,27240.1,28348.6,89486.16008,1249.4560402751304,1196.8038536994575,52.652186575672886
2023-03-30,28348.6,29184.68,27686.0,28028.53,98865.43256,1226.0958731211576,1202.6622575837976,23.433615537360083
2023-03-31,28028.53,28656.69,27511.71,28465.36,78198.12139,1228.6679829222194,1207.863402651482,20.80458027073746
2023-04-01,28465.36,28819.71,28220.27,28452.73,30238.44753,1215.673732960975,1209.4254687133807,6.248264247594307
2023-04-02,28452.74,28530.0,28355.0,28416.38,6443.21833,1188.7395059775408,1205.2882761662129,-16.54877018867205
